scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,risk_adjusted_return,expense_efficiency,return_consistency,sip_type,returns_3yr_score,returns_5yr_score,sharpe_score,alpha_score,expense_ratio_score,beta_score,return_score,alpha_beta_score,final_score,rank
Pgim India Hybrid Equity Fund,1000,5000,0.68,217.0,10,Vivek Sharma,2.6,2.02,12.12,0.78,1.35,6,Pgim India Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,4.0,20.6,9.0,3.4333333333333336,19.92,11.200000000000001,High SIP,0.2540381791483113,0.4798534798534798,0.5,0.37881773399014784,0.7374517374517374,0.11544715447154474,0.36694582950089555,0.2734695021827066,0.47216169149069864,251.0
Pgim India Large Cap Fund,1000,5000,0.98,427.0,10,Srinivas Rao Ravuri,2.87,-0.62,15.14,0.89,1.28,6,Pgim India Mutual Fund,2,Equity,Large Cap Mutual Funds,4.7,24.1,10.9,4.016666666666667,23.12,13.233333333333334,High SIP,0.3054331864904552,0.5494505494505495,0.4838709677419355,0.3137931034482759,0.6216216216216216,0.11246612466124661,0.4274418679705023,0.23326231193346417,0.4581456929320131,291.0
Pgim India Liquid Fund,1000,100,0.17,809.0,10,Puneet Pal,4.88,1.42,0.38,0.76,1.07,2,Pgim India Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.4,2.2,4.23,5.133333333333334,High SIP,0.016152716593245242,0.34798534798534797,0.43548387096774194,0.3640394088669951,0.9343629343629344,0.11598915989159897,0.1820690322892966,0.26481930927683667,0.4332380170915261,398.0
Pgim India Low Duration Fund,1000,5000,0.35,97.0,10,Puneet Pal,0.05,0.46,1.43,0.27,0.07,2,Pgim India Mutual Fund,1,Debt,Low Duration Funds,5.5,4.3,2.0,2.15,3.9499999999999997,3.9333333333333336,High SIP,0.014684287812041119,0.22344322344322343,0.20506912442396313,0.3403940886699508,0.8648648648648649,0.12926829268292683,0.11906375562763227,0.2559437702751412,0.34324710889333293,616.0
Pgim India Midcap Opportunities Fund,1000,5000,0.46,7707.0,9,Aniruddha Naha,4.61,6.9,18.52,0.97,1.92,6,Pgim India Mutual Fund,5,Equity,Mid Cap Mutual Funds,2.0,42.9,19.0,7.1499999999999995,42.44,21.3,High SIP,0.581497797356828,0.8461538461538463,0.6313364055299538,0.4990147783251232,0.8223938223938224,0.11029810298102982,0.7138258217553372,0.34352810818748586,0.6689252816347042,9.0
Pgim India Short Duration Fund,1000,5000,0.5,29.0,10,Puneet Pal,2.05,3.73,1.49,1.62,1.04,2,Pgim India Mutual Fund,3,Debt,Short Duration Funds,4.5,6.3,4.6,3.15,5.8,5.133333333333334,High SIP,0.04405286343612334,0.31868131868131866,0.4285714285714286,0.42093596059113303,0.8069498069498069,0.09268292682926826,0.181367091058721,0.2896347470863871,0.4034437859381839,517.0
Pgim India Ultra Short Duration Fund,1000,25000,0.25,405.0,10,Puneet Pal,4.43,2.45,0.53,1.08,1.9,2,Pgim India Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,5.2,7.3,2.6,4.95,6.0,High SIP,0.02790014684287813,0.41758241758241754,0.6267281105990783,0.38940886699507393,0.9034749034749034,0.10731707317073169,0.22274128221264783,0.27657214946533704,0.48179668329340125,216.0
Quant Absolute Fund,1000,5000,0.56,1013.0,10,Sanjeev Sharma,3.75,16.98,14.41,0.73,2.12,6,Quant Mutual Fund,5,Hybrid,Aggressive Hybrid Mutual Funds,7.3,38.2,19.1,6.366666666666667,37.64,21.53333333333333,High SIP,0.5124816446402349,0.8498168498168499,0.6774193548387097,0.7472906403940888,0.7837837837837838,0.1168021680216802,0.6811492472285424,0.49509525144512534,0.6781538035218737,7.0
Quant Active Fund,1000,5000,0.58,3531.0,10,Sanjeev Sharma,3.33,13.82,19.65,0.97,1.87,6,Quant Mutual Fund,0,Equity,Multi Cap Funds,1.0,45.5,19.9,7.583333333333333,44.92,22.133333333333336,High SIP,0.619676945668135,0.8791208791208791,0.619815668202765,0.6694581280788179,0.7760617760617761,0.11029810298102982,0.7493989123945071,0.44579411803970265,0.6846072603197552,6.0
Quant Flexi Cap Fund,1000,5000,0.58,1044.0,10,Vasav Sahgal,3.65,15.93,19.16,0.91,1.94,6,Quant Mutual Fund,5,Equity,Flexi Cap Funds,6.8,47.7,18.2,7.95,47.120000000000005,24.233333333333334,High SIP,0.6519823788546255,0.8168498168498168,0.6359447004608295,0.7214285714285715,0.7760617760617761,0.11192411924119239,0.7344160978522212,0.47762679055361984,0.6866148418315414,5.0
Quant Focused Fund,1000,5000,0.57,219.0,10,Sanjeev Sharma,3.14,8.6,17.34,0.85,1.61,6,Quant Mutual Fund,5,Equity,Focused Funds,5.2,33.7,13.1,5.616666666666667,33.13,17.333333333333336,High SIP,0.4464023494860499,0.63003663003663,0.5599078341013825,0.5408866995073892,0.7799227799227799,0.11355013550135507,0.5382194897613399,0.36995207390497553,0.5777428687912538,38.0
Quant Infrastructure Fund,1000,5000,0.64,822.0,10,Vasav Sahgal,3.44,27.24,19.24,0.53,2.3,6,Quant Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,5.6,61.5,21.1,10.25,60.86,29.399999999999995,High SIP,0.8546255506607929,0.9230769230769232,0.7188940092165897,1.0000000000000002,0.752895752895753,0.12222222222222223,0.8888512368688581,0.648888888888889,0.7848765681481328,2.0
Quant Large And Mid Cap Fund,1000,5000,0.56,652.0,10,Sanjeev Sharma,3.12,6.57,17.72,0.88,1.51,6,Quant Mutual Fund,5,Equity,Large & Mid Cap Funds,6.9,33.0,14.2,5.5,32.44,18.03333333333333,High SIP,0.4361233480176211,0.6703296703296704,0.5368663594470046,0.4908866995073892,0.7837837837837838,0.11273712737127373,0.5532265091736457,0.33962687065294306,0.5755538521027467,40.0
Quant Liquid Plan – Direct Growth,1000,5000,0.29,1561.0,10,Sanjeev Sharma,8.6,1.58,0.27,0.47,3.52,2,Quant Mutual Fund,5,Debt,Liquid Mutual Funds,5.6,4.9,5.9,2.45,4.61,5.466666666666666,High SIP,0.023494860499265788,0.36630036630036633,1.0,0.3679802955665025,0.888030888030888,0.1238482384823848,0.19489761339981607,0.2703274727328554,0.5405158882775768,84.0
Quant Mid Cap Fund,1000,5000,0.63,1550.0,10,Sanjeev Sharma,3.58,11.21,18.73,0.86,1.95,6,Quant Mutual Fund,5,Equity,Mid Cap Mutual Funds,8.8,45.1,19.8,7.516666666666667,44.47,24.566666666666666,High SIP,0.6138032305433185,0.8754578754578756,0.6382488479262672,0.6051724137931036,0.7567567567567568,0.11327913279132795,0.744630553000597,0.40841510139239334,0.6759534451835405,8.0
Quant Multi Asset Fund,1000,5000,0.56,634.0,10,Vasav Sahgal,3.23,19.52,18.63,0.75,1.79,6,Quant Mutual Fund,5,Hybrid,Multi Asset Allocation Mutual Funds,10.6,42.6,20.5,7.1000000000000005,42.04,24.566666666666666,High SIP,0.5770925110132159,0.9010989010989011,0.6013824884792627,0.8098522167487685,0.7837837837837838,0.11626016260162597,0.7390957060560586,0.5324153950899114,0.6917230353277086,4.0
Quant Small Cap Fund,1000,5000,0.64,3301.0,10,Sanjeev Sharma,3.71,19.16,24.75,0.99,2.11,6,Quant Mutual Fund,5,Equity,Small Cap Mutual Funds,5.4,71.4,23.2,11.9,70.76,33.333333333333336,High SIP,1.0,1.0,0.6751152073732718,0.800985221674877,0.752895752895753,0.1097560975609756,1.0,0.5244935720293165,0.8019210155029901,1.0
Quant Tax Plan- Direct Growth,500,500,0.57,2779.0,10,Vasav Sahgal,3.5,17.63,19.74,0.96,2.03,6,Quant Mutual Fund,5,Equity,Elss Mutual Funds,0.9,54.9,22.2,9.15,54.33,26.0,Affordable SIP,0.7577092511013215,0.9633699633699634,0.6566820276497696,0.7633004926108375,0.7799227799227799,0.11056910569105693,0.8605396072356424,0.5022079378429253,0.7458641340813447,3.0
Quantum Dynamic Bond Fund,500,500,0.61,85.0,8,Pankaj Pathak,1.05,0.93,1.77,0.83,0.66,3,Quantum Mutual Fund,3,Debt,Dynamic Bond,5.4,5.9,6.9,1.9666666666666668,5.29,6.066666666666667,Affordable SIP,0.03817914831130691,0.40293040293040294,0.3410138248847926,0.35197044334975375,0.7644787644787645,0.11409214092140918,0.22055477562085493,0.2568191223784159,0.386067234701754,563.0
Quantum Equity Fund,500,500,0.51,88.0,14,Chirag Mehta,3.01,-0.78,14.75,0.86,1.32,6,Quantum Mutual Fund,2,Other,Fofs Domestic,-0.5,22.9,9.1,3.8166666666666664,22.389999999999997,10.5,Affordable SIP,0.28781204111600583,0.48351648351648346,0.4930875576036866,0.3098522167487685,0.803088803088803,0.11327913279132795,0.3856642623162446,0.2312229831657923,0.4883388646943048,187.0
Quantum Gold Savings Fund,500,500,0.06,83.0,12,Chirag Mehta,0.98,-0.98,13.78,0.99,0.44,5,Quantum Mutual Fund,1,Other,Fofs Domestic,14.3,11.7,13.0,2.34,11.639999999999999,13.0,Affordable SIP,0.12334801762114536,0.6263736263736264,0.29032258064516125,0.3049261083743843,0.9768339768339769,0.1097560975609756,0.37486082199738585,0.2268581040490208,0.4862460547438339,198.0
Quantum Liquid Fund,500,5000,0.15,628.0,17,Pankaj Pathak,0.92,0.94,0.36,0.65,0.19,1,Quantum Mutual Fund,2,Debt,Liquid Mutual Funds,5.4,4.0,4.9,4.0,3.85,4.766666666666667,Affordable SIP,0.010279001468428785,0.3296703296703297,0.23271889400921658,0.3522167487684729,0.9420849420849421,0.11897018970189699,0.16997466556937926,0.25891812514184254,0.38889259932210696,556.0
Quantum Long Term Equity Value Fund,500,500,1.29,837.0,17,George Thomas,3.0,2.04,15.72,0.9,1.42,6,Quantum Mutual Fund,2,Equity,Value Funds,2.4,26.5,8.8,4.416666666666667,25.21,12.566666666666668,Affordable SIP,0.3406754772393539,0.4725274725274725,0.5161290322580645,0.37931034482758624,0.5019305019305019,0.1121951219512195,0.4066014748834132,0.2724642556770395,0.43221866023915956,402.0
Quantum Multi Asset Fund,500,500,0.1,49.0,11,Chirag Mehta,3.12,0.61,6.73,0.42,1.24,4,Quantum Mutual Fund,3,Other,Fofs Domestic,5.5,12.4,8.1,3.1,12.3,8.666666666666666,Affordable SIP,0.13362701908957414,0.44688644688644685,0.4746543778801843,0.34408866995073895,0.9613899613899614,0.12520325203252036,0.29025673298801047,0.2565345027834515,0.48986123453624913,181.0
Quantum Tax Saving Fund,500,500,1.29,115.0,14,Christy Mathai,3.04,1.68,15.47,0.88,1.44,6,Quantum Mutual Fund,3,Equity,Elss Mutual Funds,2.9,26.6,8.9,4.433333333333334,25.310000000000002,12.799999999999999,Affordable SIP,0.342143906020558,0.47619047619047616,0.5207373271889401,0.37044334975369464,0.5019305019305019,0.11273712737127373,0.4091671911055171,0.2673608608007263,0.43340109648272934,396.0
Sbi Arbitrage Opportunities Fund,500,5000,0.36,8800.0,10,Neeraj Kumar,0.93,1.18,0.76,0.45,0.77,1,Sbi Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.8,4.5,5.4,4.5,4.14,5.233333333333333,Affordable SIP,0.017621145374449337,0.34798534798534797,0.3663594470046083,0.358128078817734,0.8610038610038611,0.12439024390243902,0.18280324667989867,0.26463294485161604,0.4013390950515888,520.0
Sbi Banking & Financial Services Fund,500,5000,0.78,3747.0,8,Milind Agrawal,1.98,0.4,22.28,0.85,0.95,6,Sbi Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,5.5,22.4,12.5,3.733333333333333,21.619999999999997,13.466666666666667,Affordable SIP,0.2804698972099853,0.6080586080586081,0.40783410138248843,0.3389162561576355,0.6988416988416988,0.11355013550135507,0.4442642526342967,0.24876980789512332,0.47129841722490956,252.0
Sbi Banking And Psu Fund,500,5000,0.35,4982.0,10,Rajeev Radhakrishnan,1.17,4.72,2.06,2.4,0.73,3,Sbi Mutual Fund,2,Debt,Banking And Psu Mutual Funds,3.8,6.2,7.0,2.066666666666667,5.8500000000000005,5.666666666666667,Affordable SIP,0.042584434654919234,0.4065934065934066,0.3571428571428571,0.445320197044335,0.8648648648648649,0.07154471544715446,0.2245889206241629,0.2958100044054628,0.42185185655527224,451.0
Sbi Bluechip Fund,500,5000,0.9,33987.0,10,Sohini Andani,3.98,1.08,16.39,0.96,1.39,6,Sbi Mutual Fund,3,Equity,Large Cap Mutual Funds,4.2,27.0,11.4,4.5,26.1,14.200000000000001,Affordable SIP,0.3480176211453744,0.5677655677655677,0.5092165898617511,0.3556650246305419,0.6525096525096525,0.11056910569105693,0.45789159445547106,0.2576266570547479,0.486771367440164,195.0
Sbi Conservative Hybrid Fund,500,5000,0.57,7250.0,10,Saurabh Pant,4.24,5.19,4.11,0.56,2.23,5,Sbi Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,6.2,13.8,8.8,2.7600000000000002,13.23,9.6,Affordable SIP,0.15418502202643172,0.4725274725274725,0.7027649769585254,0.456896551724138,0.7799227799227799,0.1214092140921409,0.3133562472769521,0.3227016166713392,0.5092814317838817,141.0
Sbi Consumption Opportunities Fund,500,5000,1.18,1185.0,10,Saurabh Pant,3.65,10.04,15.53,0.76,1.77,6,Sbi Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.1,31.0,12.7,5.166666666666667,29.82,18.266666666666666,Affordable SIP,0.40675477239353885,0.6153846153846154,0.5967741935483871,0.5763546798029557,0.5444015444015444,0.11598915989159897,0.5110696938890771,0.392208471838413,0.5187143731414563,126.0
Sbi Contra Fund,500,5000,0.91,8340.0,10,Dinesh Balachandran,4.43,15.26,16.56,0.89,2.13,6,Sbi Mutual Fund,5,Equity,Contra Funds,15.0,43.4,15.6,7.233333333333333,42.49,24.666666666666668,Affordable SIP,0.5888399412628487,0.7216117216117216,0.6797235023041475,0.7049261083743843,0.6486486486486487,0.11246612466124661,0.6552258314372852,0.4679421148891292,0.6303885124312751,14.0
Sbi Credit Risk Fund,500,10000,0.92,2782.0,10,Lokesh Mallya,2.05,2.96,1.82,0.17,1.5,5,Sbi Mutual Fund,3,Debt,Credit Risk Funds,5.2,7.2,7.0,1.44,6.28,6.466666666666666,Affordable SIP,0.05726872246696035,0.4065934065934066,0.5345622119815668,0.40197044334975374,0.6447876447876448,0.13197831978319785,0.23193106453018347,0.2939735939231314,0.4049778184937677,514.0
Sbi Dynamic Bond Fund,500,5000,0.87,2407.0,10,Dinesh Ahuja,0.88,1.34,2.49,1.06,0.66,3,Sbi Mutual Fund,4,Debt,Dynamic Bond,5.9,5.9,7.9,1.9666666666666668,5.03,6.566666666666667,Affordable SIP,0.03817914831130691,0.43956043956043955,0.3410138248847926,0.36206896551724144,0.6640926640926641,0.10785907859078592,0.23886979393587324,0.2603850107466592,0.36883160018647276,593.0
Sbi Equity Hybrid Fund,500,1000,0.79,54492.0,10,R Srinivasan,2.77,0.1,11.8,0.79,1.25,6,Sbi Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,-1.9,18.4,10.8,3.0666666666666664,17.61,9.1,Affordable SIP,0.2217327459618208,0.5457875457875458,0.4769585253456221,0.33152709359605914,0.6949806949806949,0.11517615176151763,0.3837601458746833,0.24498671686224252,0.4593889446935079,285.0
Sbi Equity Savings Fund,500,1000,0.67,2264.0,8,Neeraj Kumar,3.49,2.91,6.94,1.02,1.47,4,Sbi Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,2.2,14.6,8.1,3.65,13.93,8.299999999999999,Affordable SIP,0.1659324522760646,0.44688644688644685,0.5276497695852534,0.40073891625615765,0.7413127413127413,0.10894308943089437,0.3064094495812557,0.28402058552605236,0.45602500690664616,298.0
Sbi Flexi Cap Fund,500,1000,0.85,15602.0,10,R Srinivasan,3.25,0.62,15.31,0.88,1.4,6,Sbi Mutual Fund,3,Equity,Flexi Cap Funds,-1.0,25.2,11.0,4.2,24.349999999999998,11.733333333333334,Affordable SIP,0.3215859030837004,0.5531135531135531,0.511520737327189,0.3443349753694582,0.6718146718146718,0.11273712737127373,0.43734972809862677,0.2516958361701844,0.4829520820840842,214.0
Sbi Focused Equity Fund,500,5000,0.69,26561.0,10,R Srinivasan,2.61,-0.62,15.84,0.81,1.17,6,Sbi Mutual Fund,3,Equity,Focused Funds,-4.9,22.0,12.2,3.6666666666666665,21.31,9.766666666666667,Affordable SIP,0.27459618208516884,0.5970695970695971,0.4585253456221198,0.3137931034482759,0.7335907335907337,0.1146341463414634,0.435832889577383,0.23412952060555087,0.4845553364438932,206.0
Sbi Gold Fund,500,5000,0.1,1265.0,10,Raviprakash Sharma,0.95,-0.94,13.62,0.98,0.44,6,Sbi Mutual Fund,3,Other,Fofs Domestic,14.8,11.9,13.4,1.9833333333333334,11.8,13.366666666666667,Affordable SIP,0.12628487518355358,0.6410256410256411,0.29032258064516125,0.30591133004926113,0.9613899613899614,0.11002710027100271,0.38365525810459733,0.22755763813795776,0.4860077554390552,201.0
Sbi Healthcare Opportunities Fund,500,5000,1.09,1574.0,10,Tanmaya Desai,2.12,4.45,19.03,0.87,1.09,6,Sbi Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,25.7,13.6,4.283333333333333,24.61,12.566666666666665,Affordable SIP,0.32892804698972095,0.6483516483516484,0.44009216589861755,0.4386699507389163,0.5791505791505791,0.11300813008130084,0.4886398476706847,0.3084052224758701,0.4745228004070227,243.0
Sbi Infrastructure Fund,500,5000,1.88,927.0,10,Bhavin Vithiani,4.0,10.52,16.14,0.57,1.79,6,Sbi Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,12.8,33.5,13.0,5.583333333333333,31.62,19.766666666666666,Affordable SIP,0.44346549192364165,0.6263736263736264,0.6013824884792627,0.5881773399014779,0.27413127413127414,0.12113821138211378,0.534919559148634,0.40136168849373227,0.46298139316218445,275.0
Sbi Large & Midcap Fund,500,5000,0.99,9441.0,10,Saurabh Pant,3.24,6.49,16.04,0.89,1.67,6,Sbi Mutual Fund,5,Equity,Large & Mid Cap Funds,6.5,30.2,13.6,5.033333333333333,29.21,16.76666666666667,Affordable SIP,0.395007342143906,0.6483516483516484,0.5737327188940092,0.48891625615763556,0.6177606177606177,0.11246612466124661,0.5216794952477772,0.33833620355908,0.5286089268519292,108.0
Sbi Liquid Fund,500,500,0.18,57052.0,10,R Arun,4.07,1.35,0.38,0.76,0.88,2,Sbi Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3,2.15,4.12,5.066666666666666,Affordable SIP,0.014684287812041119,0.3443223443223443,0.39170506912442393,0.3623152709359606,0.9305019305019305,0.11598915989159897,0.17950331606719272,0.26378482651821594,0.42233554685497693,448.0
Sbi Long Term Advantage Fund,0,500,1.75,164.0,6,R Srinivasan,3.93,12.2,18.27,0.87,1.79,4,Sbi Mutual Fund,0,Equity,Elss Mutual Funds,0.1,43.3,19.5,10.825,41.55,20.966666666666665,Affordable SIP,0.5873715124816445,0.8644688644688645,0.6013824884792627,0.6295566502463055,0.32432432432432434,0.11300813008130084,0.7259201884752545,0.4229372421803036,0.555166240494081,62.0
Sbi Long Term Advantage Fund,0,500,1.76,57.0,7,R Srinivasan,3.71,10.16,15.74,0.83,1.9,4,Sbi Mutual Fund,0,Equity,Elss Mutual Funds,1.1,36.2,15.4,9.05,34.440000000000005,17.566666666666666,Affordable SIP,0.48311306901615264,0.7142857142857143,0.6267281105990783,0.5793103448275863,0.3204633204633205,0.11409214092140918,0.5986993916509334,0.3932230632651154,0.5039246683857865,149.0
Sbi Long Term Advantage Fund,0,500,1.76,30.0,8,R Srinivasan,3.76,9.72,15.74,0.83,1.85,4,Sbi Mutual Fund,0,Equity,Elss Mutual Funds,0.5,35.5,14.5,8.875,33.74,16.833333333333332,Affordable SIP,0.4728340675477239,0.6813186813186813,0.6152073732718895,0.568472906403941,0.3204633204633205,0.11409214092140918,0.5770763744332026,0.38672060021092824,0.4919959445751283,176.0
Sbi Long Term Advantage Fund,0,500,1.76,36.0,8,R Srinivasan,3.69,10.17,15.98,0.84,1.87,4,Sbi Mutual Fund,0,Equity,Elss Mutual Funds,1.0,36.4,14.0,9.1,34.64,17.133333333333333,Affordable SIP,0.4860499265785609,0.6630036630036631,0.619815668202765,0.5795566502463054,0.3204633204633205,0.11382113821138207,0.574526794791112,0.39326244543233607,0.49287904848767833,173.0
Sbi Long Term Equity Fund,500,500,1.07,12158.0,10,Dinesh Balachandran,3.21,3.78,15.64,0.9,1.59,6,Sbi Mutual Fund,3,Equity,Elss Mutual Funds,8.7,30.1,11.6,5.016666666666667,29.03,16.8,Affordable SIP,0.39353891336270186,0.575091575091575,0.5552995391705069,0.4221674876847291,0.5868725868725868,0.1121951219512195,0.48431524422713845,0.29817854139132527,0.49623093345180225,166.0
Sbi Magnum Children’S Benefit Fund,500,5000,0.86,89.0,10,Rajeev Radhakrishnan,3.92,6.29,6.03,0.57,1.72,4,Sbi Mutual Fund,4,Solution Oriented,Childrens Funds,3.1,15.2,8.3,3.8,14.34,8.866666666666667,Affordable SIP,0.17474302496328925,0.45421245421245426,0.5852534562211982,0.4839901477832513,0.667953667953668,0.12113821138211378,0.31447773958787173,0.3388493732227963,0.4606576100512248,282.0
Sbi Magnum Comma Fund,500,5000,2.03,417.0,10,Richard Dsouza,2.37,1.41,21.13,1.06,1.24,6,Sbi Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-12.1,30.9,11.3,5.1499999999999995,28.869999999999997,10.033333333333333,Affordable SIP,0.40528634361233473,0.5641025641025641,0.4746543778801843,0.36379310344827587,0.21621621621621623,0.10785907859078592,0.4846944538574494,0.2614194935052799,0.3820756351988626,570.0
Sbi Magnum Equity Esg Fund,500,1000,1.35,4456.0,10,Rohit Shimpi,2.88,-0.26,15.89,0.92,1.29,6,Sbi Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-2.7,24.2,12.2,4.033333333333333,22.849999999999998,11.233333333333334,Affordable SIP,0.30690161527165927,0.5970695970695971,0.4861751152073732,0.32266009852216754,0.4787644787644787,0.11165311653116528,0.45198560617062816,0.23825730572576664,0.4334589810597106,394.0
Sbi Magnum Gilt Fund,500,5000,0.46,4301.0,10,Dinesh Ahuja,1.1,1.45,2.66,0.53,0.77,3,Sbi Mutual Fund,5,Debt,Gilt Mutual Funds,5.7,6.1,8.3,2.033333333333333,5.64,6.7,Affordable SIP,0.041116005873715125,0.45421245421245426,0.3663594470046083,0.3647783251231527,0.8223938223938224,0.12222222222222223,0.2476642300430847,0.2677558839627805,0.41809941961102826,467.0
Sbi Magnum Global Fund,500,5000,1.25,5257.0,10,R Srinivasan,2.42,3.66,13.28,0.64,1.42,6,Sbi Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.6,24.1,11.5,4.016666666666667,22.85,12.4,Affordable SIP,0.3054331864904552,0.5714285714285714,0.5161290322580645,0.4192118226600986,0.5173745173745173,0.1192411924119241,0.43843087895951327,0.29922357056082877,0.4528253229631719,307.0
Sbi Magnum Income Fund,500,5000,0.8,1510.0,10,Dinesh Ahuja,1.56,1.92,2.35,1.04,0.94,4,Sbi Mutual Fund,4,Debt,Medium To Long Duration Funds,4.8,6.9,7.8,1.725,6.1000000000000005,6.5,Affordable SIP,0.052863436123348026,0.4358974358974359,0.40552995391705066,0.3763546798029557,0.6911196911196911,0.10840108401084014,0.24438043601039197,0.2691732414861095,0.3920140741904061,549.0
Sbi Magnum Low Duration Fund,500,5000,0.4,7717.0,10,Rajeev Radhakrishnan,3.47,3.11,0.8,1.37,1.58,3,Sbi Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,6.4,1.8666666666666665,5.199999999999999,5.733333333333334,Affordable SIP,0.033773861967694566,0.38461538461538464,0.5529953917050692,0.4056650246305419,0.8455598455598455,0.09945799457994586,0.2091946232915396,0.28318221261030346,0.4481442209391366,328.0
Sbi Magnum Medium Duration Fund,500,5000,0.69,7087.0,10,Dinesh Ahuja,2.05,2.34,2.19,0.87,1.18,4,Sbi Mutual Fund,4,Debt,Medium Duration Funds,4.6,7.2,7.9,1.8,6.51,6.566666666666667,Affordable SIP,0.05726872246696035,0.43956043956043955,0.4608294930875576,0.3866995073891626,0.7335907335907337,0.11300813008130084,0.24841458101369995,0.27722295646601786,0.41651285789057757,475.0
Sbi Magnum Midcap Fund,500,5000,0.97,8732.0,10,Sohini Andani,3.93,5.5,17.15,0.91,1.89,6,Sbi Mutual Fund,4,Equity,Mid Cap Mutual Funds,6.4,37.0,13.5,6.166666666666667,36.03,18.966666666666665,Affordable SIP,0.4948604992657855,0.6446886446886447,0.6244239631336406,0.4645320197044336,0.6254826254826256,0.11192411924119239,0.5697745719772151,0.3234888595191371,0.5576886067161412,56.0
Sbi Magnum Ultra Short Duration Fund,2000,5000,0.31,8907.0,10,R Arun,3.14,2.47,0.58,1.2,1.49,2,Sbi Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,5.1,6.1,2.55,4.79,5.466666666666666,High SIP,0.026431718061674006,0.37362637362637363,0.532258064516129,0.3899014778325124,0.8803088803088803,0.10406504065040656,0.2000290458440238,0.27556690295967,0.4478754867620059,331.0
Sbi Multi Asset Allocation Fund,500,5000,0.88,609.0,10,Dinesh Balachandran,2.98,2.18,8.2,0.48,1.35,6,Sbi Mutual Fund,3,Hybrid,Multi Asset Allocation Mutual Funds,5.9,16.1,9.6,2.6833333333333336,15.22,10.533333333333333,Affordable SIP,0.18795888399412627,0.5018315018315018,0.5,0.3827586206896552,0.6602316602316602,0.12357723577235769,0.34489519291281406,0.2790860667227362,0.44487890223145105,348.0
Sbi Nifty Index Fund,500,5000,0.18,3324.0,10,Raviprakash Sharma,3.47,-0.69,16.8,1.0,1.31,6,Sbi Mutual Fund,3,Other,Index Funds,0.9,26.0,11.8,4.333333333333333,25.82,12.9,Affordable SIP,0.3333333333333333,0.5824175824175825,0.4907834101382489,0.3120689655172414,0.9305019305019305,0.10948509485094848,0.4578754578754579,0.2310354172507242,0.5485876603909243,76.0
Sbi Overnight Fund,2000,5000,0.1,19888.0,10,R Arun,-0.25,0.56,0.35,0.43,-0.05,1,Sbi Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.9,4.6,3.9,3.8,4.6,High SIP,0.008810572687224669,0.31868131868131866,0.17741935483870966,0.3428571428571429,0.9613899613899614,0.12493224932249325,0.16374594568427167,0.25568718544328306,0.37968281740543336,575.0
Sbi Psu Fund,500,5000,1.42,505.0,10,Richard Dsouza,2.32,-0.18,19.98,0.78,1.1,6,Sbi Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,16.0,26.3,7.4,4.383333333333334,24.880000000000003,16.566666666666666,Affordable SIP,0.33773861967694563,0.4212454212454213,0.44239631336405527,0.3246305418719212,0.4517374517374517,0.11544715447154474,0.37949202046118347,0.24095718691177062,0.389354011828413,555.0
Sbi Savings Fund,500,500,0.23,19441.0,10,R Arun,4.1,2.73,0.59,1.19,1.93,3,Sbi Mutual Fund,3,Debt,Money Market Funds,5.5,5.3,6.2,1.7666666666666666,5.069999999999999,5.666666666666667,Affordable SIP,0.029368575624082224,0.3772893772893773,0.6336405529953917,0.3963054187192119,0.9111969111969112,0.10433604336043367,0.20332897645672976,0.2795176685757006,0.47778657926735313,231.0
Sbi Short Term Debt Fund,500,5000,0.35,13289.0,10,Rajeev Radhakrishnan,1.57,5.0,1.7,2.44,1.02,2,Sbi Mutual Fund,3,Debt,Short Duration Funds,4.6,6.4,6.8,3.2,6.050000000000001,5.933333333333334,Affordable SIP,0.045521292217327466,0.3992673992673993,0.423963133640553,0.45221674876847295,0.8648648648648649,0.07046070460704612,0.2223943457423634,0.29951433110390224,0.43489373090685757,390.0
